phrase,count
authorization provided,27
authorization records,29
authorization requesting,24
authorization transaction,25
authorization transactions,21
authorization xx,45
authorization xx xx,45
authorize account,62
authorize accounts,29
authorize benefit,65
authorize benefit account,21
authorize charge,35
authorize charges,52
authorize did,22
authorize initiate,37
authorize open,26
authorize payment,30
authorize transaction,155
authorize transaction did,33
authorize transactions,216
authorize transactions did,47
authorize use,52
authorized account,110
authorized accounts,72
authorized accounts fail,45
authorized charge,29
authorized charges,28
authorized collect,260
authorized collect debt,113
authorized collect despite,32
authorized despite,31
authorized did,44
authorized licensed,103
authorized licensed collect,103
authorized payment,60
authorized representative,27
authorized requesting,37
authorized transaction,176
authorized transactions,124
authorized transfer,24
authorized use,25
authorized used,25
authorized user,98
authorized xx,80
authorized xx xx,80
auto finance,93
auto insurance,27
auto loan,457
auto loan account,118
auto pay,135
auto payment,37
automated phone,22
automated response,27
automated responses,44
automated systems,39
automated verification,49
automatic payment,110
automatic payments,161
autopay set,25
available account,53
available balance,106
available credit,148
available day,21
available federal,37
available funds,77
available including,24
available legal,53
available legal remedies,50
available options,51
available provide,21
available remedies,59
available remedies including,27
available request,49
available time,30
available xx,83
available xx xx,83
avoid charges,25
avoid fees,28
avoid foreclosure,34
avoid future,26
aware account,55
aware issue,85
aware situation,21
away xx,38
away xx xx,38
bad faith,229
bait switch,82
balance account,438
balance accurate,69
balance accurate legally,34
balance additionally,33
balance appears,36
balance approximately,305
balance associated,40
balance balance,53
balance bank,30
balance based,127
balance based including,101
balance believe,47
balance calculated,330
balance calculated documentation,30
balance calculated proof,101
balance calculation,54
balance calculations,27
balance called,34
balance card,38
balance caused,20
balance charge,43
balance charged,35
balance claimed,46
balance closed,31
balance collection,25
balance company,27
balance contacted,64
balance continued,25
balance continues,27
balance correct,22
balance correction,23
balance credit,114
balance credit report,25
balance current,32
balance currently,43
balance date,89
balance date opened,49
balance days,33
balance debt,33
balance despite,106
balance did,45
balance directly,22
balance discrepancy,24
balance dispute,44
balance disputed,32
balance documentation,61
balance does,66
balance exceeding,23
balance fees,28
balance following,29
balance fully,29
balance immediately,47
balance inaccurate,82
balance includes,25
balance including,77
balance incorrect,23
balance increase,29
balance increased,82
balance information,28
balance informed,24
balance instead,25
balance late,27
balance left,21
balance loan,48
balance month,26
balance negative,38
balance opened,26
balance original,55
balance original creditor,25
balance owed,232
balance paid,210
balance past,54
balance payment,141
balance payment history,48
balance payments,25
balance prior,38
balance promotional,28
balance proof,53
balance properly,27
balance provide,27
balance provided,32
balance providing,20
balance received,52
balance reflect,34
balance refund,37
balance related,23
balance remained,46
balance remaining,23
balance remains,69
balance reported,193
balance reporting,78
balance request,22
balance requested,38
balance requesting,50
balance requirement,26
balance result,26
balance resulting,22
balance returned,25
balance sent,45
balance showing,21
balance statement,40
balance status,48
balance time,79
balance told,37
balance total,23
balance transfer,361
balance transfers,35
balance updated,36
balance valid,21
balance verified,22
balance wells,27
balance wells fargo,26
balance written,28
balance xx,266
balance xx xx,263
balances account,26
bank able,36
bank accepted,37
bank account,1639
bank account account,23
bank account bank,23
bank account closed,33
bank account ending,28
bank account information,23
bank account number,40
bank account xx,67
bank accounts,147
bank acknowledged,29
bank advised,20
bank allowed,30
bank america,2613
bank america account,83
bank america bank,25
bank america checking,20
bank america closed,25
bank america credit,70
bank america customer,47
bank america denied,62
bank america did,30
bank america failed,80
bank america provide,35
bank america provided,27
bank america refused,26
bank america regarding,72
bank america sent,22
bank america told,23
bank america xx,64
bank americas,152
bank americas handling,33
bank app,22
bank appears,20
bank asked,28
bank attempted,23
bank bank,171
bank bank america,20
bank branch,75
bank called,60
bank card,83
bank charge,23
bank charged,35
bank chase,26
bank check,29
bank checking,45
bank checking account,37
bank claim,35
bank claims,39
bank closed,124
bank closed account,41
